_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC02354183 -23.199 -18.699 -1.105 0.000 -29.976
ZINC02355976 -17.443 -16.485 2.332 0.000 -26.958
ZINC02356515 -22.897 -19.030 -0.696 0.000 -25.057
ZINC02357621 -23.305 -17.721 -2.384 0.000 -28.190
ZINC02368867 -19.846 -14.256 -2.257 0.000 -24.692
ZINC02385490 -32.835 -29.154 -0.285 0.000 -31.114
ZINC02396055 -21.453 -15.662 -2.485 0.000 -25.212
ZINC02396881 -20.284 -18.559 1.693 0.000 -29.979
ZINC02404187 -17.348 -17.251 3.249 0.000 -24.781
ZINC02407245 -23.402 -22.315 2.219 0.000 -31.118
ZINC02420344 -25.302 -23.696 1.637 0.000 -31.149
ZINC02420388 -29.354 -26.553 0.568 0.000 -30.561
ZINC02435840 -16.973 -15.286 1.540 0.000 -29.131
ZINC02440343 -28.108 -19.613 -5.232 0.000 -26.254
ZINC02440347 -24.633 -20.905 -0.386 0.000 -28.044
ZINC02443648 -31.305 -21.568 -7.757 0.000 -31.893
ZINC02444578 -23.456 -18.444 -1.636 0.000 -26.711
ZINC02444671 -21.303 -20.195 -2.054 0.000 -26.858
ZINC02445567 -22.246 -22.601 0.085 0.000 -32.730
ZINC02445570 -29.227 -18.824 -7.169 0.000 -28.672
ZINC02453547 -25.723 -18.420 -4.063 0.000 -27.998
ZINC02454159 -32.601 -24.691 -4.501 0.000 -28.667
ZINC02478224 -22.344 -15.877 -4.556 0.000 -28.632
ZINC02480423 -21.794 -12.346 -6.140 0.000 -23.861
ZINC02480880 -24.945 -17.951 -3.654 0.000 -27.495
ZINC02484120 -22.177 -15.520 -3.243 0.000 -22.781
ZINC02484145 -22.358 -14.574 -4.569 0.000 -20.598
ZINC02484219 -28.116 -19.666 -5.227 0.000 -30.973
ZINC02484302 -18.561 -17.025 1.790 0.000 -28.973
ZINC02484483 -27.177 -21.255 -2.547 0.000 -25.994
ZINC02484500 -22.137 -18.826 0.003 0.000 -29.450
ZINC02484516 -19.194 -13.467 -2.460 0.000 -24.482
ZINC02486865 -19.880 -12.825 -3.666 0.000 -21.803
ZINC02487032 -22.216 -16.646 -2.339 0.000 -23.309
ZINC02487535 -20.412 -21.031 2.466 0.000 -32.546
ZINC02487658 -22.760 -17.262 -2.102 0.000 -24.205
ZINC02499494 -16.000 -14.331 1.613 0.000 -25.804
ZINC02500132 -19.244 -16.596 0.679 0.000 -25.010
ZINC02506443 -28.075 -22.006 -3.077 0.000 -25.568
ZINC02520816 -24.120 -20.374 -1.865 0.000 -27.395
ZINC02529346 -18.411 -10.553 -4.647 0.000 -23.953
ZINC02531082 -20.868 -18.217 -3.031 0.000 -32.671
ZINC02531824 -26.933 -23.579 -0.108 0.000 -31.890
ZINC02553068 -21.119 -19.087 -0.460 0.000 -31.594
ZINC02553766 -22.425 -16.945 -2.202 0.000 -30.468
ZINC02562277 -20.938 -16.631 -1.017 0.000 -25.127
ZINC02581695 -20.148 -15.248 -1.522 0.000 -23.294
ZINC02586500 -23.160 -17.726 -2.181 0.000 -29.487
ZINC02590886 -27.269 -23.750 -0.608 0.000 -32.294
ZINC02590888 -32.626 -30.132 0.725 0.000 -34.145
ZINC02609409 -18.264 -19.380 4.120 0.000 -29.169
ZINC02609412 -18.378 -16.452 1.434 0.000 -29.966
ZINC02609659 -15.649 -15.247 2.864 0.000 -24.964
ZINC02609662 -23.816 -20.835 0.335 0.000 -26.657
ZINC02616774 -21.462 -18.117 0.050 0.000 -24.085
ZINC02617749 -25.992 -22.780 -0.017 0.000 -29.812
ZINC02618039 -23.030 -19.350 -3.981 0.000 -27.826
ZINC02620799 -21.047 -20.270 2.594 0.000 -25.974
ZINC02621368 -19.897 -15.022 -1.533 0.000 -26.085
ZINC02621947 -27.867 -18.010 -6.590 0.000 -24.445
ZINC02627313 -20.018 -16.105 -0.656 0.009 -25.219
ZINC02627487 -21.070 -19.274 0.067 0.000 -28.329
ZINC02628972 -25.896 -22.809 0.203 0.000 -31.979
ZINC02629625 -18.280 -17.499 -1.062 0.000 -27.053
ZINC02629626 -22.309 -18.665 -0.400 0.000 -26.748
ZINC02629882 -21.233 -14.250 -3.693 0.000 -23.427
ZINC02629883 -22.082 -13.802 -4.907 0.000 -21.350
ZINC02631252 -23.499 -22.464 -1.371 0.000 -28.961
ZINC02631901 -28.249 -21.706 -3.130 0.000 -28.040
ZINC02632106 -23.067 -21.428 1.609 0.000 -26.995
ZINC02633947 -23.698 -21.149 -0.566 0.000 -29.475
ZINC02636442 -18.804 -16.924 1.515 0.000 -26.999
ZINC02639584 -19.808 -18.046 -2.130 0.000 -24.327
ZINC02639585 -17.289 -12.808 -2.637 0.000 -25.808
ZINC02639593 -32.547 -25.781 -3.459 0.000 -31.353
ZINC02642186 -25.727 -21.849 -0.575 0.000 -27.552
ZINC02642319 -23.390 -21.019 0.980 0.000 -30.280
ZINC02642450 -24.138 -23.164 2.141 0.000 -28.564
ZINC02642472 -19.055 -13.791 -1.997 0.000 -27.377
ZINC02644281 -24.481 -23.037 1.889 0.000 -27.902
ZINC02645056 -22.476 -19.061 -0.066 0.000 -27.369
ZINC02650339 -27.043 -22.528 -1.166 0.000 -24.360
ZINC02651260 -26.654 -20.927 -2.543 0.000 -26.658
ZINC02651355 -26.050 -30.764 6.665 0.000 -29.887
ZINC02652278 -18.609 -13.666 -1.702 0.000 -23.885
ZINC02653340 -14.381 -14.982 3.826 0.000 -25.358
ZINC02653661 -23.433 -25.683 1.879 0.000 -32.194
ZINC02654236 -22.965 -20.104 0.500 0.000 -26.179
ZINC02654907 -20.020 -21.125 4.425 0.000 -28.856
ZINC02655018 -22.787 -20.084 0.686 0.000 -27.136
ZINC02659407 -18.761 -14.776 -0.696 0.000 -23.893
ZINC02661091 -23.227 -18.308 -1.643 0.000 -27.183
ZINC02662017 -17.435 -18.603 4.250 0.000 -32.211
ZINC02663076 -19.382 -17.105 1.037 0.000 -25.830
ZINC02680340 -22.015 -15.927 -2.760 0.000 -26.032
ZINC02685765 -21.402 -15.493 -2.702 0.056 -22.503
ZINC02685767 -19.026 -19.755 3.960 0.000 -26.323
ZINC02687037 -31.810 -21.466 -7.059 0.000 -28.607
ZINC02688222 -26.476 -22.653 -0.577 0.000 -30.109
ZINC02690036 -17.898 -14.956 -3.274 0.000 -26.031
ZINC02690280 -22.016 -17.291 -1.448 0.000 -29.750
ZINC02690520 -22.457 -19.430 0.207 0.000 -31.998
ZINC02691027 -20.620 -20.270 3.063 0.000 -28.079
ZINC02696448 -26.541 -23.857 0.555 0.000 -29.202
ZINC02697782 -25.630 -24.623 2.410 0.000 -28.711
ZINC02699883 -27.163 -21.737 -2.118 0.000 -27.729
ZINC02703058 -20.480 -15.550 -1.754 0.000 -31.430
ZINC02705325 -20.399 -21.385 0.601 0.003 -27.703
ZINC02707648 -28.988 -23.239 -2.486 0.000 -25.513
ZINC02707703 -23.344 -16.955 -3.022 0.000 -26.922
ZINC02707730 -21.379 -18.163 0.173 0.000 -26.497
ZINC02707746 -16.599 -18.675 1.687 0.000 -26.701
ZINC02707748 -18.022 -21.248 2.950 0.000 -27.807
ZINC02707756 -22.227 -14.187 -4.724 0.000 -28.722
ZINC02707764 -19.238 -17.752 1.694 0.000 -23.832
ZINC02707778 -23.054 -18.715 -0.937 0.000 -27.646
ZINC02716082 -21.575 -17.154 -1.167 0.000 -28.641
ZINC02716086 -23.157 -17.421 -2.320 0.000 -30.821
ZINC02716641 -15.509 -17.782 1.892 0.000 -30.306
ZINC02720814 -23.133 -16.222 -3.488 0.000 -25.862
ZINC02720828 -20.595 -20.929 3.608 0.000 -30.611
ZINC02721153 -27.942 -20.789 -3.777 0.000 -29.673
ZINC02721154 -24.637 -21.624 0.266 0.000 -32.998
ZINC02721186 -26.513 -23.835 0.730 0.000 -29.543
ZINC02721187 -21.991 -16.728 -2.056 0.000 -26.224
ZINC02721188 -25.224 -21.869 -0.042 0.000 -32.751
ZINC02721189 -22.347 -19.773 -3.107 0.000 -28.104
ZINC02721208 -26.025 -19.759 -3.080 0.000 -27.916
ZINC02728700 -19.857 -15.864 -0.697 0.000 -25.781
ZINC02729964 -19.213 -13.665 -2.324 0.000 -23.252
ZINC02736936 -19.000 -17.233 1.457 0.000 -26.699
ZINC02738133 -18.112 -16.203 1.465 0.000 -29.180
ZINC02742091 -18.761 -13.625 -3.239 0.000 -26.173
ZINC02742452 -21.506 -17.531 -0.571 0.000 -26.843
ZINC02744592 -15.318 -11.829 -0.205 0.000 -21.056
ZINC02744680 -22.461 -15.134 -4.088 0.000 -23.402
ZINC02746281 -18.663 -15.668 0.268 0.153 -28.668
ZINC02746282 -21.154 -17.039 -0.820 0.000 -26.113
ZINC02752928 -18.784 -16.161 0.596 0.000 -26.808
ZINC02759869 -25.855 -18.678 -3.897 0.000 -26.829
ZINC02779535 -16.976 -12.139 -1.541 0.000 -21.927
ZINC02799374 -23.453 -23.362 -0.487 0.000 -23.596
ZINC02805973 -28.491 -23.411 -1.773 0.000 -30.038
ZINC02814389 -19.517 -14.970 -1.207 0.000 -22.723
ZINC02814757 -22.486 -18.110 -0.990 0.000 -27.331
ZINC02826902 -25.946 -22.335 -0.598 0.000 -28.598
ZINC02836373 -20.155 -16.804 -0.056 0.000 -23.865
ZINC02842086 -28.721 -24.336 -0.996 0.000 -28.873
ZINC02843213 -23.474 -22.854 -1.039 0.000 -28.049
ZINC02843582 -23.162 -17.483 -2.299 0.000 -27.347
ZINC02846323 -26.793 -25.417 1.869 0.000 -30.467
ZINC02846423 -18.072 -15.495 -0.721 0.000 -24.381
ZINC02848302 -20.005 -18.595 1.927 0.000 -24.674
ZINC02849069 -25.624 -15.914 -6.349 0.000 -26.003
ZINC02849195 -23.353 -19.507 -1.980 0.000 -30.214
ZINC02850913 -24.567 -22.160 0.572 0.000 -26.689
ZINC02850914 -17.968 -16.907 2.288 0.000 -29.439
ZINC02851005 -19.833 -17.100 0.602 0.000 -26.116
ZINC02851006 -19.979 -16.694 0.013 0.000 -28.051
ZINC02851778 -41.840 -19.558 -19.136 0.000 -29.772
ZINC02852430 -21.312 -18.171 0.098 0.000 -26.391
ZINC02854964 -27.358 -23.477 -0.496 0.000 -29.847
ZINC02856949 -17.205 -15.008 1.125 0.000 -27.523
ZINC02856950 -19.695 -17.052 0.763 0.000 -25.610
ZINC02857112 -26.468 -21.997 -1.237 0.000 -31.154
ZINC02857254 -20.495 -17.426 0.254 0.000 -26.584
ZINC02859012 -17.200 -13.018 -0.949 0.000 -26.391
ZINC02859572 -26.247 -24.040 -2.581 0.000 -29.740
ZINC02859684 -21.340 -18.029 0.026 0.000 -29.770
ZINC02860199 -23.141 -17.899 -2.019 0.000 -23.477
ZINC02861127 -22.127 -17.601 -1.418 0.000 -24.732
ZINC02861150 -20.110 -15.790 -1.023 0.000 -28.367
ZINC02861866 -19.562 -21.884 2.027 0.000 -25.554
ZINC02864604 -27.455 -22.643 -1.494 0.000 -29.123
ZINC02865260 -22.034 -21.246 2.586 0.000 -25.469
ZINC02865322 -23.224 -22.922 2.922 0.000 -26.644
ZINC02865975 -20.461 -18.439 1.238 0.000 -26.931
ZINC02867025 -19.056 -17.219 1.445 0.000 -24.718
ZINC02867027 -25.055 -18.453 -3.181 0.000 -29.393
ZINC02867600 -24.118 -20.471 -0.372 0.058 -32.122
ZINC02869646 -19.666 -17.040 0.612 0.000 -27.808
ZINC02869785 -26.689 -20.022 -3.417 0.000 -23.512
ZINC02869896 -26.316 -20.086 -2.869 0.000 -25.567
ZINC02871605 -18.922 -16.136 0.612 0.000 -26.213
ZINC02874551 -21.753 -20.855 2.497 0.000 -29.521
ZINC02874792 -21.809 -18.019 -0.552 0.000 -26.280
ZINC02877922 -22.417 -13.936 -5.297 0.000 -25.250
ZINC02877923 -22.909 -16.764 -2.948 0.000 -26.433
ZINC02879622 -14.325 -12.556 1.525 0.000 -26.956
ZINC02880889 -18.334 -15.146 0.081 0.000 -23.586
ZINC02881142 -19.636 -16.077 -0.254 0.000 -27.121
ZINC02881554 -23.095 -20.249 0.451 0.000 -28.066
ZINC02881555 -26.357 -20.651 -2.435 0.000 -28.030
ZINC02906787 -22.359 -17.716 -1.278 0.000 -29.100
ZINC02906965 -15.584 -13.506 1.322 0.000 -24.064
ZINC02907425 -13.115 -15.429 4.001 0.000 -25.285
ZINC02907566 -21.825 -12.703 -5.765 0.000 -22.872
ZINC02907693 -17.896 -15.961 1.220 0.000 -31.375
ZINC02911413 -25.965 -21.008 -1.648 0.005 -26.628
ZINC02911469 -13.889 -18.078 6.142 0.000 -25.209
ZINC02911471 -18.115 -16.906 1.975 0.000 -28.882
ZINC02912033 -19.497 -18.428 2.192 0.000 -27.962
ZINC02922349 -21.944 -20.165 1.496 0.000 -31.499
ZINC02923184 -20.970 -18.069 0.392 0.000 -28.710
ZINC02928379 -22.532 -20.428 1.270 0.000 -32.346
ZINC02934431 -30.015 -21.451 -5.233 0.000 -26.366
ZINC02935026 -32.739 -22.650 -6.794 0.000 -27.424
ZINC02940688 -20.073 -21.659 5.002 0.000 -29.691
ZINC02941408 -18.677 -18.890 -0.117 0.000 -24.262
ZINC02948784 -22.973 -22.022 2.196 0.000 -26.794
ZINC02952768 -26.313 -22.707 -0.307 0.000 -26.197
ZINC02952782 -19.896 -16.024 -1.011 0.000 -21.834
ZINC02952784 -19.418 -15.693 -0.326 0.000 -25.323
ZINC02956966 -18.446 -17.587 2.575 0.000 -27.899
ZINC02961857 -24.370 -19.136 -1.996 0.000 -28.273
ZINC02964315 -23.187 -20.394 0.457 0.000 -31.016
ZINC02964317 -23.924 -22.260 0.209 0.000 -32.775
ZINC02964321 -24.370 -22.955 1.800 0.000 -29.248
ZINC02964327 -29.503 -23.666 -2.618 0.000 -30.155
ZINC02964333 -24.480 -18.862 -2.243 0.000 -27.010
ZINC02964335 -25.699 -20.417 -1.991 0.000 -27.043
ZINC02968860 -21.096 -20.541 -0.892 0.000 -31.065
ZINC02969652 -26.976 -22.663 -1.058 0.000 -28.438
ZINC02970514 -22.336 -20.181 1.143 0.000 -31.119
ZINC02971173 -22.473 -14.828 -4.667 0.000 -29.303
ZINC02971488 -20.651 -17.933 0.699 0.000 -29.235
ZINC02971528 -25.009 -17.103 -4.639 0.000 -29.266
ZINC02971548 -21.882 -20.034 -2.158 0.000 -28.614
ZINC02971631 -21.309 -18.586 0.379 0.000 -29.633
ZINC02973924 -17.436 -12.360 -1.847 0.000 -23.383
ZINC02974042 -20.476 -16.988 -0.128 0.000 -25.847
ZINC02974050 -22.564 -16.329 -2.926 0.000 -28.693
ZINC02974103 -24.307 -24.686 2.376 0.000 -25.121
ZINC02976488 -20.580 -14.772 -2.529 0.000 -26.117
ZINC02976490 -23.008 -17.582 -2.050 0.000 -30.153
ZINC02976495 -24.836 -15.927 -5.512 0.000 -30.927
ZINC02976497 -26.816 -22.211 -2.747 0.000 -30.554
ZINC02976503 -24.976 -18.346 -3.333 0.000 -27.556
ZINC03000786 -18.993 -20.378 4.588 0.000 -28.075
ZINC03000787 -22.474 -18.401 -0.670 0.000 -30.159
ZINC03013999 -19.088 -16.100 0.216 0.000 -25.064
ZINC03017827 -17.248 -21.556 7.556 0.000 -33.244
ZINC03019694 -20.673 -15.639 -1.767 0.000 -26.019
ZINC03022668 -20.979 -20.158 -1.231 0.000 -26.246
ZINC03024493 -21.482 -18.370 0.221 0.000 -24.191
ZINC03024599 -24.514 -18.618 -2.584 0.000 -26.845
ZINC03025365 -20.848 -20.941 3.294 0.000 -29.645
ZINC03028087 -28.412 -25.943 0.732 0.000 -30.019
ZINC03028127 -24.175 -17.080 -3.669 0.000 -26.631
ZINC03028130 -20.367 -9.674 -7.479 0.000 -25.074
ZINC03028137 -20.983 -15.561 -2.082 0.000 -25.544
ZINC03037575 -19.960 -20.371 -0.052 0.000 -27.905
ZINC03050241 -24.346 -19.212 -1.918 0.000 -28.926
ZINC03052245 -18.098 -11.808 -2.876 0.000 -23.360
ZINC03058642 -20.031 -15.195 -5.201 0.000 -28.699
ZINC03065319 -20.837 -17.047 -0.529 0.000 -24.310
ZINC03065338 -20.449 -18.360 1.205 0.000 -27.845
ZINC03082568 -19.069 -22.041 6.080 0.000 -30.128
ZINC03082570 -18.187 -17.793 2.421 0.000 -27.779
ZINC03084377 -24.345 -26.481 1.798 0.000 -33.297
ZINC03115151 -17.578 -15.786 -2.168 0.000 -27.158
ZINC03115187 -19.119 -18.361 2.562 0.000 -25.692
ZINC03115582 -27.597 -22.948 -1.363 0.000 -29.448
ZINC03115594 -20.754 -16.444 -0.893 0.000 -23.294
ZINC03115624 -21.399 -20.069 -1.627 0.000 -26.253
ZINC03117113 -16.370 -15.542 2.575 0.000 -24.917
ZINC03142646 -16.065 -16.687 3.935 0.000 -25.848
ZINC03143062 -22.709 -21.643 2.197 0.000 -29.831
ZINC03177882 -18.561 -17.290 2.025 0.000 -27.333
ZINC03185446 -24.139 -21.055 0.248 0.000 -27.758
ZINC03187911 -28.129 -15.528 -10.825 0.000 -27.811
ZINC03189181 -17.461 -13.780 -0.393 0.000 -24.006
ZINC03189182 -22.012 -24.787 2.401 0.000 -29.157
ZINC03189733 -21.795 -17.112 -2.786 0.000 -24.808
ZINC03192072 -22.104 -18.492 -0.416 0.003 -24.596
ZINC03199953 -18.769 -13.344 -2.200 0.000 -23.773
ZINC03201007 -24.810 -25.139 3.643 0.000 -32.816
ZINC03201140 -20.117 -15.895 -0.865 0.000 -23.259
ZINC03205097 -21.246 -17.885 -0.167 0.008 -29.925
ZINC03207254 -24.127 -21.224 -3.352 0.000 -30.520
ZINC03213152 -24.164 -20.597 -0.351 0.000 -30.554
ZINC03213155 -24.222 -19.186 -1.766 0.000 -28.032
ZINC03214268 -18.562 -17.774 2.619 0.000 -27.895
ZINC03214273 -14.104 -11.711 0.867 0.000 -24.627
ZINC03214806 -14.670 -13.238 1.896 0.000 -25.762
ZINC03214807 -18.168 -17.834 2.878 0.000 -25.229
ZINC03217225 -17.151 -17.070 -0.364 0.000 -23.140
ZINC03217529 -22.791 -17.341 -2.077 0.000 -26.462
ZINC03218052 -14.223 -14.178 3.262 0.000 -24.499
ZINC03220117 -15.366 -14.236 2.117 0.000 -29.636
ZINC03220897 -25.122 -22.030 0.224 0.000 -31.407
ZINC03221010 -22.348 -18.573 -0.432 0.000 -26.564
ZINC03221173 -19.731 -14.467 -1.944 0.000 -23.097
ZINC03222488 -26.678 -20.376 -3.088 0.000 -27.600
ZINC03224090 -19.356 -13.825 -2.149 0.000 -23.782
ZINC03226513 -21.722 -20.321 1.893 0.000 -30.058
ZINC03230287 -23.907 -19.527 -1.160 0.000 -27.378
ZINC03230745 -19.599 -15.317 -4.520 0.000 -28.631
ZINC03234542 -23.031 -19.512 -0.317 0.000 -27.072
ZINC03234641 -26.345 -22.540 -0.430 0.000 -29.885
ZINC03235781 -23.853 -19.517 -1.065 0.000 -24.838
ZINC03236248 -19.128 -15.385 -0.535 0.000 -23.653
ZINC03236436 -13.704 -14.198 3.893 0.001 -27.667
ZINC03236709 -21.185 -22.851 5.023 0.000 -28.215
ZINC03237303 -17.226 -14.689 0.839 0.000 -24.966
ZINC03239519 -16.986 -13.429 -1.812 0.000 -24.773
ZINC03239595 -19.229 -15.902 -0.044 0.000 -28.692
ZINC03240410 -25.475 -19.596 -2.629 0.000 -29.733
ZINC03241058 -17.837 -14.998 0.432 0.000 -22.571
ZINC03244512 -19.706 -16.411 0.057 0.000 -27.161
ZINC03245246 -20.540 -19.915 2.666 0.000 -28.193
ZINC03245257 -19.356 -23.238 3.194 0.000 -30.399
ZINC03245748 -18.758 -18.056 2.609 0.000 -29.423
ZINC03245772 -20.837 -14.725 -2.739 0.000 -29.145
ZINC03249432 -25.813 -23.509 -2.751 0.000 -30.139
ZINC03250406 -20.046 -17.491 0.730 0.000 -25.073
ZINC03250602 -22.424 -15.725 -3.301 0.000 -23.358
ZINC03251159 -20.546 -18.411 1.150 0.000 -28.299
ZINC03252835 -21.822 -14.263 -4.290 0.000 -28.196
ZINC03254942 -19.912 -16.416 -0.172 0.000 -25.931
ZINC03255213 -19.328 -15.418 -2.077 0.000 -26.640
ZINC03256435 -20.422 -19.748 2.560 0.000 -26.102
ZINC03258547 -28.212 -19.791 -5.301 0.000 -24.168
ZINC03258549 -18.257 -19.083 4.059 0.000 -26.610
ZINC03259615 -18.220 -10.846 -4.059 0.000 -25.246
ZINC03259617 -20.240 -12.130 -4.729 0.000 -22.543
ZINC03260203 -18.848 -17.370 1.800 0.000 -25.327
ZINC03262224 -20.312 -19.563 2.244 0.000 -28.474
ZINC03262860 -22.132 -17.067 -1.894 0.000 -27.756
ZINC03267499 -25.807 -19.587 -3.006 0.000 -23.840
ZINC03269987 -23.073 -19.562 -0.216 0.000 -26.682
ZINC03274676 -21.382 -16.944 -1.035 0.000 -25.495
ZINC03275425 -17.793 -17.139 2.754 0.000 -23.063
ZINC03277275 -21.418 -20.865 2.802 0.000 -29.099
ZINC03277276 -15.075 -17.815 4.734 0.000 -24.976
ZINC03279061 -25.514 -24.196 2.029 0.000 -29.135
ZINC03283041 -22.249 -21.740 2.736 0.000 -30.052
ZINC03286787 -17.540 -16.201 1.917 0.000 -27.132
ZINC03288563 -16.869 -19.541 0.923 0.000 -27.872
ZINC03292077 -25.850 -21.924 -0.597 0.000 -27.627
ZINC03292078 -18.504 -17.254 2.123 0.000 -22.882
ZINC03292088 -19.605 -17.726 1.355 0.000 -32.126
ZINC03294718 -24.867 -20.660 -0.841 0.000 -27.328
ZINC03295127 -15.289 -13.596 1.639 0.000 -26.081
ZINC03297614 -23.211 -20.464 -0.930 0.000 -29.584
ZINC03298961 -27.418 -17.172 -6.995 0.000 -27.992
ZINC03298986 -23.262 -18.733 -1.600 0.000 -21.809
ZINC03299464 -23.741 -19.612 -0.952 0.000 -28.938
ZINC03302071 -20.892 -17.066 -1.929 0.000 -24.386
ZINC03303691 -17.535 -16.215 -1.745 0.000 -22.621
ZINC03305526 -19.644 -17.656 1.359 0.002 -25.737
ZINC03306811 -16.401 -17.068 3.939 0.001 -27.599
ZINC03309481 -28.306 -29.008 0.307 0.000 -33.746
ZINC03310165 -34.763 -18.593 -12.930 0.000 -25.892
ZINC03311491 -23.663 -23.092 2.432 0.000 -26.215
ZINC03311951 -29.024 -21.315 -4.486 0.000 -27.918
ZINC03312848 -22.605 -21.110 -1.852 0.000 -25.142
ZINC03313351 -21.093 -12.497 -5.301 0.000 -24.486
ZINC03313353 -19.293 -12.287 -3.780 0.000 -25.756
ZINC03314880 -22.083 -17.758 -0.968 0.000 -28.393
ZINC03314946 -25.881 -19.976 -2.600 0.000 -28.091
ZINC03318195 -17.454 -14.712 0.568 0.000 -27.728
ZINC03318439 -21.848 -18.992 0.551 0.000 -28.313
ZINC03320630 -28.023 -24.560 -0.176 0.000 -28.723
ZINC03322858 -14.014 -10.452 -0.302 0.000 -25.852
ZINC03323077 -18.913 -15.339 -0.163 0.000 -27.275
ZINC03323933 -16.554 -15.001 0.390 0.000 -27.215
ZINC03323935 -18.554 -18.940 3.661 0.000 -25.365
ZINC03328071 -22.022 -17.024 -1.791 0.000 -26.532
ZINC03330255 -15.479 -13.593 -2.276 0.000 -30.194
ZINC03334035 -23.739 -16.076 -4.369 0.000 -25.708
ZINC03336772 -22.330 -18.232 -0.714 0.000 -27.383
ZINC03339248 -24.761 -17.331 -4.125 0.000 -26.656
ZINC03340096 -19.835 -16.785 0.290 0.000 -24.294
ZINC03340948 -15.294 -16.942 4.585 0.000 -28.171
ZINC03340950 -14.523 -15.713 4.605 0.000 -22.930
ZINC03341949 -15.761 -14.666 2.249 0.000 -25.034
ZINC03350721 -27.429 -21.567 -2.540 0.000 -27.011
ZINC03351976 -17.201 -15.586 1.767 0.000 -25.468
ZINC03351978 -21.099 -19.466 -1.931 0.000 -28.321
ZINC03352054 -22.902 -15.790 -3.964 0.010 -25.549
ZINC03352396 -18.221 -17.895 2.838 0.000 -27.218
ZINC03355573 -12.993 -18.331 4.939 0.000 -24.082
ZINC03356068 -23.713 -22.329 -1.806 0.000 -31.867
ZINC03356516 -21.452 -15.203 -6.693 0.000 -23.602
ZINC03357926 -18.503 -19.039 3.701 0.000 -31.327
ZINC03358311 -17.401 -15.902 0.388 0.000 -27.556
ZINC03358892 -21.404 -16.988 -1.062 0.000 -28.370
ZINC03359437 -27.738 -26.976 -1.057 0.000 -31.146
ZINC03360088 -17.726 -13.826 -0.589 0.000 -26.660
ZINC03360367 -26.659 -21.420 -1.841 0.000 -26.861
ZINC03360915 -25.079 -20.525 -1.219 0.000 -29.715
ZINC03364185 -31.084 -21.720 -6.101 0.000 -28.157
ZINC03364330 -31.244 -21.709 -6.336 0.000 -31.879
ZINC03367602 -24.117 -19.542 -1.255 0.000 -26.215
ZINC03368232 -25.340 -20.987 -0.947 0.000 -26.513
ZINC03368457 -23.952 -21.842 1.180 0.000 -28.261
ZINC03370924 -19.205 -18.736 2.549 0.000 -28.262
ZINC03372642 -30.079 -23.953 -2.729 0.000 -32.086
ZINC03372647 -17.793 -17.454 -0.757 0.000 -24.464
ZINC03376509 -35.656 -24.391 -8.124 0.000 -31.867
ZINC03378667 -17.899 -16.175 1.617 0.000 -26.578
ZINC03379206 -23.917 -19.524 -1.305 0.000 -30.664
ZINC03383190 -17.244 -20.335 6.355 0.000 -28.518
ZINC03383770 -24.705 -22.269 -0.484 0.000 -30.864
ZINC03388457 -22.675 -20.905 -2.086 0.000 -31.978
ZINC03394668 -21.200 -16.982 -0.808 0.000 -30.197
ZINC03394796 -14.837 -14.162 -1.132 0.000 -26.395
ZINC03397241 -23.341 -20.438 0.411 0.000 -30.872
ZINC03397351 -25.369 -19.953 -1.997 0.000 -26.037
ZINC03401712 -19.196 -18.408 2.332 0.000 -22.593
ZINC03402558 -24.558 -22.187 -0.509 0.000 -24.137
ZINC03405725 -24.983 -21.012 -1.999 0.000 -29.903
ZINC03408584 -21.342 -17.297 -0.687 0.000 -24.107
ZINC03412410 -21.439 -19.030 0.962 0.000 -26.033
ZINC03414651 -20.738 -17.942 0.482 0.000 -26.665
ZINC03414654 -26.655 -21.077 -2.159 0.000 -27.668
ZINC03423513 -21.724 -17.777 -0.692 0.000 -26.823
ZINC03426280 -14.903 -8.924 -2.590 0.000 -21.329
ZINC03426295 -27.578 -22.533 -1.732 0.000 -32.749
ZINC03427065 -22.108 -17.453 -4.981 0.000 -27.664
ZINC03428003 -18.444 -15.385 0.211 0.000 -26.471
ZINC03428438 -23.163 -18.664 -1.221 0.000 -26.734
ZINC03431256 -17.308 -18.296 4.320 0.000 -28.033
ZINC03431302 -20.215 -17.639 0.740 0.015 -29.554
ZINC03431998 -15.036 -10.972 -0.787 0.000 -23.791
ZINC03432011 -15.058 -15.127 3.421 0.000 -23.772
ZINC03432014 -13.051 -16.843 3.431 0.000 -25.013
ZINC03432275 -21.992 -17.332 -1.371 0.000 -24.602
ZINC03432863 -19.202 -12.610 -3.327 0.000 -24.679
ZINC03433172 -23.947 -21.310 0.636 0.000 -28.767
ZINC03434086 -23.136 -25.537 5.548 0.000 -30.848
ZINC03437895 -21.282 -18.007 -0.034 0.000 -30.304
ZINC03449885 -18.559 -17.118 1.783 0.000 -27.024
ZINC03454901 -18.230 -16.182 1.191 0.000 -27.744
ZINC03454905 -19.992 -16.270 -0.421 0.000 -28.376
ZINC03454909 -25.154 -22.082 -1.140 0.000 -29.209
ZINC03465182 -15.490 -14.208 0.675 0.000 -24.764
ZINC03465189 -16.495 -17.829 0.780 0.000 -28.485
ZINC03465195 -14.582 -15.047 3.880 0.000 -29.000
ZINC03465202 -19.115 -19.891 3.981 0.000 -28.992
ZINC03465208 -17.366 -16.790 2.562 0.000 -27.619
